REVIEW_ID,GAME_KEY,REVIEW_DATE,REVIEW_LANGUAGE,IS_POSITIVE,VOTES_UP,VOTES_FUNNY,PLAYTIME_AT_REVIEW_HRS,STEAM_PURCHASE,WRITTEN_DURING_EARLY_ACCESS,REVIEW_LENGTH_CHARS
229568683,1808500,2026-07-04,russian,FALSE,4,1,181.7,TRUE,FALSE,407
229527315,1174180,2026-07-03,english,TRUE,4,1,192.4,TRUE,FALSE,389
229559160,431960,2026-07-03,schinese,FALSE,4,0,16.2,FALSE,FALSE,108
229585060,431960,2026-07-04,schinese,TRUE,4,0,3024.7,TRUE,FALSE,108
229600827,3321460,2026-07-04,english,FALSE,4,2,48.5,TRUE,FALSE,3718
229537763,1808500,2026-07-03,german,FALSE,4,0,146.7,TRUE,FALSE,289
229558444,3321460,2026-07-03,koreana,FALSE,4,0,372.0,TRUE,FALSE,6462
229517035,251570,2026-07-03,english,FALSE,4,1,867.4,TRUE,FALSE,649
229608786,892970,2026-07-04,english,FALSE,4,0,45.6,TRUE,TRUE,6
229576914,2807960,2026-07-04,english,FALSE,4,0,36.6,TRUE,FALSE,94
229592148,2868840,2026-07-04,english,FALSE,4,1,54.5,TRUE,TRUE,225
229590481,1808500,2026-07-04,english,FALSE,4,0,510.7,TRUE,FALSE,164
229546234,1808500,2026-07-03,english,FALSE,4,0,256.0,TRUE,FALSE,21
229579273,1808500,2026-07-04,english,FALSE,4,0,709.6,FALSE,FALSE,1441
229593229,1144200,2026-07-04,schinese,FALSE,4,0,7.6,TRUE,FALSE,14
229533473,1808500,2026-07-03,english,FALSE,4,0,830.8,FALSE,FALSE,387
229549355,2807960,2026-07-03,english,FALSE,3,0,76.2,FALSE,FALSE,958
229587445,3321460,2026-07-04,french,FALSE,3,0,3.5,FALSE,FALSE,158
229611287,431960,2026-07-04,schinese,FALSE,3,0,966.5,TRUE,FALSE,5
229571518,1808500,2026-07-04,english,FALSE,3,0,344.3,TRUE,FALSE,7
229550829,1172470,2026-07-03,english,TRUE,3,3,3754.2,TRUE,FALSE,2465
229605122,2344520,2026-07-04,english,FALSE,3,1,211.4,TRUE,FALSE,70
229653987,2868840,2026-07-04,japanese,FALSE,3,0,146.3,TRUE,TRUE,42
229584264,1808500,2026-07-04,english,FALSE,3,0,408.7,TRUE,FALSE,663
229534100,3124540,2026-07-03,english,FALSE,3,0,2.9,TRUE,TRUE,191
229603321,739630,2026-07-04,english,FALSE,3,0,475.9,TRUE,TRUE,659
229546710,236390,2026-07-03,english,FALSE,3,0,673.5,TRUE,FALSE,23
229610462,1808500,2026-07-04,brazilian,FALSE,3,1,176.6,TRUE,FALSE,2423
229514548,236390,2026-07-03,english,FALSE,3,0,566.6,TRUE,FALSE,182
229617457,236390,2026-07-04,english,FALSE,3,0,4630.6,TRUE,FALSE,491
229531680,1808500,2026-07-03,english,FALSE,3,0,142.4,TRUE,FALSE,161
229612666,1808500,2026-07-04,english,FALSE,3,0,1367.7,TRUE,FALSE,2910
229585253,2344520,2026-07-04,english,FALSE,3,0,5.1,TRUE,FALSE,204
229580329,1808500,2026-07-04,russian,FALSE,3,0,1.0,TRUE,FALSE,85
229535197,553850,2026-07-03,german,TRUE,3,0,181.9,TRUE,FALSE,237
229550587,322170,2026-07-03,english,TRUE,3,0,3.1,TRUE,FALSE,42
229577957,1808500,2026-07-04,english,FALSE,3,0,442.9,TRUE,FALSE,36
229609835,489830,2026-07-04,english,TRUE,3,1,7.7,TRUE,FALSE,39
229529297,594650,2026-07-03,russian,FALSE,3,0,459.0,FALSE,FALSE,272
229642901,2622380,2026-07-04,schinese,FALSE,3,0,386.8,FALSE,FALSE,43
229614885,1808500,2026-07-04,english,FALSE,3,0,253.3,FALSE,FALSE,146
229629433,236390,2026-07-04,english,FALSE,3,0,98.1,TRUE,FALSE,32
229544829,236390,2026-07-03,english,FALSE,3,0,2.9,TRUE,FALSE,407
229562865,1203220,2026-07-03,schinese,FALSE,3,0,300.5,TRUE,FALSE,18
229617618,3321460,2026-07-04,english,FALSE,3,0,27.8,FALSE,FALSE,134
229530082,1808500,2026-07-03,english,FALSE,3,0,860.4,TRUE,FALSE,121
229549672,2357570,2026-07-03,brazilian,FALSE,3,0,796.2,TRUE,FALSE,1880
229569659,3321460,2026-07-04,schinese,FALSE,3,0,13.7,TRUE,FALSE,524
229592561,1808500,2026-07-04,russian,FALSE,3,0,359.7,TRUE,FALSE,32
229578684,1808500,2026-07-04,english,FALSE,3,0,700.0,TRUE,FALSE,48
229527497,2868840,2026-07-03,schinese,FALSE,3,0,186.4,TRUE,TRUE,80
229536841,4000,2026-07-03,english,TRUE,3,0,17.2,TRUE,FALSE,176
229657700,431960,2026-07-05,schinese,FALSE,3,1,135.0,TRUE,FALSE,108
229551369,1808500,2026-07-03,english,FALSE,3,0,446.6,TRUE,FALSE,1
229630249,431960,2026-07-04,schinese,FALSE,3,0,810.7,TRUE,FALSE,44
229609967,3513350,2026-07-04,english,FALSE,3,1,32.5,TRUE,FALSE,1358
229540379,1808500,2026-07-03,english,FALSE,3,1,638.4,TRUE,FALSE,1710
229575836,1174180,2026-07-04,english,TRUE,3,0,63.4,TRUE,FALSE,402
229602591,2868840,2026-07-04,german,TRUE,3,0,157.9,TRUE,TRUE,12
229636753,1808500,2026-07-04,english,FALSE,3,0,387.0,TRUE,FALSE,505
229526613,108600,2026-07-03,english,FALSE,3,0,90.7,FALSE,TRUE,665
229629134,1449850,2026-07-04,english,FALSE,3,0,2.4,TRUE,FALSE,1055
229578748,1551360,2026-07-04,russian,FALSE,3,0,12.6,TRUE,FALSE,316
229623213,2807960,2026-07-04,schinese,FALSE,3,0,406.5,TRUE,FALSE,21
229571336,431960,2026-07-04,schinese,FALSE,3,0,95.1,TRUE,FALSE,27
229608524,3105440,2026-07-04,english,TRUE,3,0,2.3,TRUE,TRUE,536
229557661,1203220,2026-07-03,schinese,FALSE,3,0,3042.9,TRUE,FALSE,9
229623907,1808500,2026-07-04,english,FALSE,3,0,177.1,FALSE,FALSE,822
229527734,2807960,2026-07-03,english,FALSE,3,0,38.3,TRUE,FALSE,93
229615726,3321460,2026-07-04,russian,FALSE,3,0,14.4,TRUE,FALSE,583
229600910,1808500,2026-07-04,english,FALSE,3,0,26.0,TRUE,FALSE,20
229616639,108600,2026-07-04,english,FALSE,3,0,195.3,TRUE,TRUE,2334
229616320,1808500,2026-07-04,english,FALSE,3,0,324.8,TRUE,FALSE,78
229518570,553850,2026-07-03,english,FALSE,3,0,278.3,TRUE,FALSE,362
229596353,1808500,2026-07-04,english,FALSE,3,0,274.8,TRUE,FALSE,28
229600530,2807960,2026-07-04,russian,FALSE,3,0,1.9,FALSE,FALSE,16
229562459,2868840,2026-07-03,schinese,FALSE,3,0,174.7,TRUE,TRUE,32
229632071,3405690,2026-07-04,english,FALSE,3,1,14.2,TRUE,FALSE,220
229516662,1808500,2026-07-03,english,FALSE,3,0,161.7,TRUE,FALSE,61
229562972,236390,2026-07-03,english,FALSE,3,0,1395.5,TRUE,FALSE,530
229531462,3472040,2026-07-03,english,FALSE,3,0,2.9,TRUE,FALSE,78
229520967,2507950,2026-07-03,russian,FALSE,3,0,1228.0,TRUE,FALSE,743
229641251,1808500,2026-07-04,english,FALSE,3,0,632.9,TRUE,FALSE,204
229532004,2073620,2026-07-03,ukrainian,FALSE,3,0,47.4,TRUE,FALSE,70
229639988,1091500,2026-07-04,schinese,FALSE,3,0,13.4,TRUE,FALSE,64
229541929,252950,2026-07-03,english,FALSE,3,0,1136.8,TRUE,FALSE,2
229567124,1808500,2026-07-04,english,FALSE,3,0,1562.1,FALSE,FALSE,51
229534153,2868840,2026-07-03,schinese,FALSE,3,0,130.3,TRUE,TRUE,29
229566509,413150,2026-07-04,latam,TRUE,3,0,68.3,TRUE,FALSE,359
229660828,294100,2026-07-05,english,FALSE,3,1,309.1,TRUE,FALSE,35
229616145,1808500,2026-07-04,english,FALSE,3,0,154.6,TRUE,FALSE,157
229601871,739630,2026-07-04,english,FALSE,3,0,166.8,TRUE,TRUE,36
229646206,2807960,2026-07-04,english,FALSE,3,1,32.2,TRUE,FALSE,179
229537406,2868840,2026-07-03,schinese,FALSE,3,0,104.9,TRUE,TRUE,45
229596163,553850,2026-07-04,english,FALSE,3,0,69.9,FALSE,FALSE,1085
229628985,2357570,2026-07-04,english,TRUE,3,0,533.4,TRUE,FALSE,118
229654029,2868840,2026-07-04,english,FALSE,3,0,56.6,TRUE,TRUE,55
229518688,2807960,2026-07-03,russian,FALSE,3,0,71.9,TRUE,FALSE,247
229512293,2767030,2026-07-03,english,FALSE,3,0,1103.5,TRUE,FALSE,20
229592669,236390,2026-07-04,english,FALSE,3,1,1494.8,TRUE,FALSE,127
229519197,1091500,2026-07-03,english,FALSE,3,4,1.9,TRUE,FALSE,805
229565582,2807960,2026-07-03,english,FALSE,3,0,574.1,TRUE,FALSE,75
229617105,236390,2026-07-04,english,FALSE,3,0,14.6,TRUE,FALSE,782
229579106,2073850,2026-07-04,english,FALSE,3,0,548.8,TRUE,FALSE,942
229585147,3405690,2026-07-04,english,TRUE,3,0,146.0,TRUE,FALSE,359
